received_times,all_data.zipcode_of_incident,all_data.unit_type
1191.883333,94102,MEDIC
1123.6,94102,ENGINE
1133.116667,94102,ENGINE
1191.883333,94102,CHIEF
1133.116667,94102,ENGINE
224.1666667,94102,MEDIC
1133.116667,94102,RESCUE SQUAD
88.51666667,94102,MEDIC
564.6666667,94102,ENGINE
1191.883333,94102,ENGINE
640.4666667,94102,ENGINE
1143.883333,94102,ENGINE
1133.116667,94102,MEDIC
365.7666667,94102,TRUCK
27.83333333,94102,ENGINE
132.3333333,94102,MEDIC
632.2666667,94102,MEDIC
1199.966667,94102,TRUCK
623.3,94102,MEDIC
1017.1,94102,MEDIC
1133.116667,94102,CHIEF
1199.966667,94102,ENGINE
632.3833333,94102,MEDIC
945.8666667,94102,MEDIC
27.83333333,94102,MEDIC
1133.116667,94102,CHIEF
655.8833333,94102,TRUCK
50.31666667,94102,MEDIC
813.5166667,94102,TRUCK
1133.116667,94102,TRUCK
245.7,94102,MEDIC
552.55,94102,PRIVATE
1239.633333,94102,ENGINE
655.8833333,94102,CHIEF
1306.3,94102,TRUCK
1024.133333,94102,MEDIC
1159.316667,94102,MEDIC
1017.1,94102,MEDIC
1143.883333,94102,TRUCK
365.7666667,94102,ENGINE
1159.316667,94102,ENGINE
1237.75,94102,ENGINE
1133.116667,94102,ENGINE
618.2333333,94102,PRIVATE
1199.966667,94102,MEDIC
1239.633333,94102,MEDIC
632.2666667,94102,MEDIC
1024.366667,94102,MEDIC
1402.8,94102,ENGINE
1133.116667,94102,ENGINE
1402.8,94102,MEDIC
973.4166667,94102,ENGINE
1108.65,94102,MEDIC
618.2333333,94102,ENGINE
1260.75,94102,MEDIC
752.8,94102,ENGINE
1133.116667,94102,ENGINE
672.5333333,94102,MEDIC
610.7666667,94102,RESCUE CAPTAIN
793.3666667,94102,PRIVATE
1133.116667,94102,TRUCK
640.4666667,94102,PRIVATE
1073.983333,94102,MEDIC
1133.116667,94102,CHIEF
1306.3,94102,ENGINE
1133.116667,94102,ENGINE
132.3333333,94102,ENGINE
879.4833333,94102,MEDIC
632.2666667,94102,ENGINE
1133.116667,94102,TRUCK
607.2333333,94102,ENGINE
655.8833333,94102,ENGINE
481.1833333,94102,MEDIC
1133.116667,94102,MEDIC
623.3,94102,TRUCK
973.4166667,94102,MEDIC
50.31666667,94102,ENGINE
652.2833333,94102,ENGINE
365.7666667,94102,CHIEF
535.1666667,94102,ENGINE
1133.116667,94102,ENGINE
613.25,94102,TRUCK
1101.15,94102,ENGINE
443.4833333,94102,MEDIC
96.53333333,94102,ENGINE
694.9166667,94102,PRIVATE
1361.333333,94102,ENGINE
857.4833333,94102,MEDIC
489.4833333,94102,ENGINE
395.5,94102,RESCUE SQUAD
781.4333333,94102,ENGINE
1140.633333,94102,ENGINE
45.61666667,94102,PRIVATE
395.5,94102,CHIEF
805.75,94102,MEDIC
475.2833333,94102,ENGINE
914.1,94102,ENGINE
874.05,94102,TRUCK
167.9666667,94102,MEDIC
1140.633333,94102,PRIVATE
1110.433333,94102,ENGINE
766.1333333,94102,ENGINE
395.5,94102,CHIEF
407.0333333,94102,ENGINE
921.2833333,94102,TRUCK
773.1833333,94102,ENGINE
1102.416667,94102,ENGINE
1110.433333,94102,CHIEF
96.53333333,94102,MEDIC
1307.433333,94102,MEDIC
917.05,94102,MEDIC
778.2333333,94102,PRIVATE
938.1166667,94102,MEDIC
312.6166667,94102,MEDIC
967.6666667,94102,MEDIC
1414.866667,94102,MEDIC
805.75,94102,ENGINE
395.5,94102,TRUCK
26.13333333,94102,ENGINE
1110.433333,94102,TRUCK
455.35,94102,ENGINE
338,94102,TRUCK
1144.05,94102,TRUCK
1117.883333,94102,MEDIC
979.7833333,94102,MEDIC
680.4833333,94102,MEDIC
518.25,94102,MEDIC
1110.433333,94102,ENGINE
1361.333333,94102,MEDIC
45.61666667,94102,ENGINE
733.9833333,94102,PRIVATE
26.13333333,94102,RESCUE CAPTAIN
1286.916667,94102,ENGINE
395.5,94102,CHIEF
1116.166667,94102,PRIVATE
544.4166667,94102,ENGINE
589.2166667,94102,PRIVATE
1102.416667,94102,MEDIC
1286.916667,94102,MEDIC
1252.05,94102,PRIVATE
1168.283333,94102,MEDIC
724.2833333,94102,ENGINE
921.2833333,94102,MEDIC
1355.2,94102,ENGINE
1144.05,94102,CHIEF
857.4833333,94102,ENGINE
1306.933333,94102,MEDIC
395.5,94102,ENGINE
1034.266667,94102,ENGINE
1306.933333,94102,MEDIC
917.05,94102,ENGINE
914.1,94102,MEDIC
1144.05,94102,ENGINE
874.05,94102,ENGINE
489.4833333,94102,TRUCK
181.3833333,94102,MEDIC
843.6666667,94102,MEDIC
14.93333333,94102,MEDIC
967.6666667,94102,RESCUE CAPTAIN
967.6666667,94102,ENGINE
1034.266667,94102,MEDIC
1128.416667,94102,ENGINE
395.5,94102,ENGINE
395.5,94102,TRUCK
1390.233333,94102,ENGINE
773.1833333,94102,MEDIC
1390.233333,94102,TRUCK
694.9166667,94102,ENGINE
733.9833333,94102,ENGINE
368.9,94102,PRIVATE
338,94102,ENGINE
500.3,94102,PRIVATE
611.05,94102,ENGINE
916.8,94102,PRIVATE
368.9,94102,ENGINE
611.05,94102,MEDIC
781.4333333,94102,PRIVATE
1110.433333,94102,ENGINE
979.7833333,94102,ENGINE
395.5,94102,MEDIC
475.2833333,94102,MEDIC
916.8,94102,ENGINE
312.6166667,94102,ENGINE
1128.416667,94102,PRIVATE
4.183333333,94102,MEDIC
312.6166667,94102,MEDIC
724.2833333,94102,MEDIC
395.5,94102,ENGINE
694.9166667,94102,ENGINE
26.13333333,94102,MEDIC
1355.2,94102,MEDIC
101.7,94102,MEDIC
977.15,94102,ENGINE
545.9333333,94102,MEDIC
592.3333333,94102,ENGINE
1070.833333,94102,MEDIC
554.0833333,94102,ENGINE
979.7666667,94102,ENGINE
545.9,94102,PRIVATE
977.15,94102,MEDIC
1116.15,94102,ENGINE
556.6166667,94102,ENGINE
1403.85,94102,TRUCK
731.5166667,94102,RESCUE SQUAD
32.1,94102,CHIEF
1078.716667,94102,TRUCK
788.1666667,94102,MEDIC
1022.1,94102,ENGINE
1411.316667,94102,ENGINE
1333,94102,MEDIC
281.4833333,94102,TRUCK
984.7666667,94102,MEDIC
472.0666667,94102,ENGINE
1210.05,94102,ENGINE
614.05,94102,TRUCK
731.5166667,94102,MEDIC
777.1666667,94102,MEDIC
984.7666667,94102,ENGINE
638.0833333,94102,MEDIC
115.1333333,94102,CHIEF
636.8166667,94102,MEDIC
1411.316667,94102,PRIVATE
784.6,94102,MEDIC
746.35,94102,ENGINE
554.0833333,94102,MEDIC
101.7,94102,ENGINE
32.1,94102,ENGINE
191.8833333,94102,PRIVATE
894.9666667,94102,TRUCK
1403.85,94102,ENGINE
614.05,94102,MEDIC
545.9,94102,ENGINE
281.4833333,94102,RESCUE CAPTAIN
191.8833333,94102,ENGINE
944.7666667,94102,MEDIC
115.1333333,94102,RESCUE CAPTAIN
881.4666667,94102,ENGINE
395.4,94102,TRUCK
825.5,94102,ENGINE
556.6166667,94102,MEDIC
281.4833333,94102,ENGINE
1036.083333,94102,MEDIC
881.4666667,94102,MEDIC
894.9666667,94102,MEDIC
1049.466667,94102,ENGINE
1070.833333,94102,ENGINE
1078.716667,94102,CHIEF
32.1,94102,TRUCK
825.5,94102,PRIVATE
426.9666667,94102,TRUCK
592.3333333,94102,MEDIC
1397.533333,94102,MEDIC
395.4,94102,PRIVATE
115.1333333,94102,MEDIC
816.8333333,94102,ENGINE
1411.316667,94102,ENGINE
816.8333333,94102,PRIVATE
592.3333333,94102,RESCUE CAPTAIN
979.7666667,94102,TRUCK
115.1333333,94102,RESCUE SQUAD
115.1333333,94102,ENGINE
281.4833333,94102,RESCUE SQUAD
1036.083333,94102,ENGINE
395.4,94102,ENGINE
944.7666667,94102,ENGINE
1022.1,94102,MEDIC
1078.716667,94102,ENGINE
746.35,94102,PRIVATE
977.15,94102,TRUCK
281.4833333,94102,PRIVATE
277.0333333,94102,ENGINE
281.4833333,94102,ENGINE
1116.15,94102,MEDIC
556.6166667,94102,TRUCK
1340.45,94102,ENGINE
682.5833333,94102,MEDIC
1403.85,94102,CHIEF
281.4833333,94102,CHIEF
277.0333333,94102,PRIVATE
1049.466667,94102,MEDIC
762.5,94102,MEDIC
1340.45,94102,PRIVATE
984.7666667,94102,TRUCK
614.05,94102,ENGINE
115.1333333,94102,TRUCK
605.2833333,94102,PRIVATE
489.1,94102,PRIVATE
925.3166667,94102,CHIEF
122.4166667,94102,PRIVATE
1171.783333,94102,MEDIC
281.7166667,94102,TRUCK
1113.483333,94102,MEDIC
1316.466667,94102,ENGINE
1404,94102,PRIVATE
1169.066667,94102,MEDIC
162.5666667,94102,PRIVATE
1345.75,94102,MEDIC
16.1,94102,CHIEF
1073.5,94102,CHIEF
281.7166667,94102,TRUCK
888.8666667,94102,ENGINE
917.85,94102,MEDIC
1010.883333,94102,ENGINE
825.8,94102,ENGINE
19.98333333,94102,TRUCK
1010.883333,94102,MEDIC
281.7166667,94102,ENGINE
648.0666667,94102,ENGINE
270.2333333,94102,MEDIC
1073.5,94102,TRUCK
667.05,94102,ENGINE
709.25,94102,MEDIC
713.7833333,94102,PRIVATE
19.98333333,94102,ENGINE
1234.35,94102,MEDIC
482.2,94102,ENGINE
281.7166667,94102,MEDIC
1075.8,94102,ENGINE
1184.633333,94102,MEDIC
930.5,94102,MEDIC
925.3166667,94102,TRUCK
956.4666667,94102,ENGINE
1399.433333,94102,ENGINE
1073.5,94102,ENGINE
854.2166667,94102,CHIEF
1076.966667,94102,ENGINE
1111.083333,94102,MEDIC
678.7666667,94102,PRIVATE
992.7333333,94102,PRIVATE
667.05,94102,PRIVATE
514.1666667,94102,TRUCK
889.7166667,94102,ENGINE
888.8666667,94102,ENGINE
1114.333333,94102,ENGINE
375.3333333,94102,PRIVATE
16.1,94102,RESCUE CAPTAIN
1404,94102,RESCUE SQUAD
854.2166667,94102,ENGINE
18.45,94102,MEDIC
992.7333333,94102,ENGINE
1073.5,94102,CHIEF
1381.183333,94102,ENGINE
1073.5,94102,ENGINE
16.1,94102,ENGINE
281.7166667,94102,CHIEF
1210.883333,94102,ENGINE
731.0166667,94102,MEDIC
16.1,94102,TRUCK
1169.066667,94102,ENGINE
1268.533333,94102,MEDIC
925.3166667,94102,ENGINE
16.1,94102,MEDIC
462.0833333,94102,MEDIC
281.7166667,94102,RESCUE SQUAD
946.1166667,94102,MEDIC
1073.5,94102,CHIEF
281.7166667,94102,CHIEF
744.35,94102,MEDIC
1073.5,94102,MEDIC
749.4333333,94102,ENGINE
648.0666667,94102,TRUCK
54,94102,RESCUE CAPTAIN
16.1,94102,PRIVATE
54,94102,PRIVATE
373.1166667,94102,ENGINE
888.8666667,94102,TRUCK
825.8,94102,MEDIC
373.1166667,94102,MEDIC
1075.8,94102,MEDIC
140.65,94102,TRUCK
482.2,94102,MEDIC
281.7166667,94102,ENGINE
454.5,94102,ENGINE
1344.266667,94102,MEDIC
744.35,94102,ENGINE
888.8666667,94102,PRIVATE
889.7166667,94102,MEDIC
930.5,94102,ENGINE
854.2166667,94102,TRUCK
54,94102,ENGINE
919.3666667,94102,MEDIC
1210.883333,94102,PRIVATE
80.58333333,94102,MEDIC
33.98333333,94102,PRIVATE
281.7166667,94102,ENGINE
919.3666667,94102,ENGINE
1316.466667,94102,PRIVATE
1111.083333,94102,ENGINE
454.5,94102,MEDIC
956.4666667,94102,MEDIC
1073.5,94102,RESCUE SQUAD
1399.433333,94102,MEDIC
1073.5,94102,ENGINE
1073.5,94102,TRUCK
1076.966667,94102,TRUCK
1114.333333,94102,TRUCK
1114.333333,94102,MEDIC
425.0833333,94103,MEDIC
1191.483333,94103,MEDIC
1008.216667,94103,PRIVATE
728.4833333,94103,ENGINE
850.75,94103,MEDIC
782.5666667,94103,MEDIC
1395.133333,94103,ENGINE
1099.45,94103,ENGINE
1395.066667,94103,TRUCK
1097.25,94103,PRIVATE
719.8833333,94103,TRUCK
782.5666667,94103,ENGINE
33.36666667,94103,MEDIC
1423,94103,CHIEF
1395.066667,94103,ENGINE
850.75,94103,ENGINE
1395.133333,94103,MEDIC
425.0833333,94103,PRIVATE
1097.25,94103,PRIVATE
1076.083333,94103,ENGINE
1076.083333,94103,MEDIC
719.8833333,94103,CHIEF
1087.983333,94103,ENGINE
1396.883333,94103,MEDIC
866.35,94103,MEDIC
208.5833333,94103,ENGINE
1027.033333,94103,ENGINE
62.25,94103,ENGINE
427.8166667,94103,MEDIC
1339.216667,94103,ENGINE
1027.033333,94103,MEDIC
1423,94103,TRUCK
1028.316667,94103,ENGINE
1310.533333,94103,ENGINE
881.7333333,94103,PRIVATE
565.7166667,94103,PRIVATE
597.7833333,94103,MEDIC
1028.316667,94103,MEDIC
1307.366667,94103,ENGINE
752.9666667,94103,MEDIC
418.2,94103,PRIVATE
1191.483333,94103,ENGINE
782.5666667,94103,ENGINE
814.6666667,94103,MEDIC
327.4,94103,ENGINE
1127.416667,94103,MEDIC
1099.45,94103,PRIVATE
1350.5,94103,MEDIC
1396.883333,94103,RESCUE SQUAD
719.8833333,94103,CHIEF
221.4,94103,MEDIC
208.1333333,94103,PRIVATE
62.25,94103,MEDIC
472.2666667,94103,ENGINE
1395.066667,94103,CHIEF
871.7333333,94103,ENGINE
814.6666667,94103,ENGINE
1007.233333,94103,PRIVATE
1423,94103,ENGINE
1388.55,94103,MEDIC
719.8833333,94103,ENGINE
472.2666667,94103,MEDIC
327.4,94103,MEDIC
728.4833333,94103,RESCUE SQUAD
1417.65,94103,MEDIC
1088.733333,94103,MEDIC
871.7333333,94103,PRIVATE
1007.233333,94103,PRIVATE
728.4833333,94103,PRIVATE
694.6,94103,ENGINE
1396.883333,94103,RESCUE CAPTAIN
1127.416667,94103,ENGINE
1339.216667,94103,PRIVATE
187.1,94103,MEDIC
221.4,94103,ENGINE
694.6,94103,TRUCK
317.9,94103,ENGINE
317.9,94103,MEDIC
1310.533333,94103,MEDIC
727.35,94103,MEDIC
1307.366667,94103,MEDIC
1099.45,94103,PRIVATE
719.8833333,94103,TRUCK
1088.733333,94103,ENGINE
382.8833333,94103,PRIVATE
1293.85,94103,MEDIC
208.1333333,94103,ENGINE
1097.25,94103,RESCUE SQUAD
208.5833333,94103,MEDIC
1008.216667,94103,ENGINE
1097.25,94103,PRIVATE
719.8833333,94103,ENGINE
243.5666667,94103,PRIVATE
1028.816667,94103,ENGINE
1182.733333,94103,TRUCK
1078.666667,94103,MEDIC
774.5166667,94103,MEDIC
1028.816667,94103,MEDIC
603.0333333,94103,PRIVATE
162.5833333,94103,MEDIC
1148.266667,94103,MEDIC
295.65,94103,ENGINE
253.3166667,94103,ENGINE
1140.316667,94103,ENGINE
5.783333333,94103,MEDIC
1349.1,94103,PRIVATE
5.783333333,94103,TRUCK
289.3666667,94103,ENGINE
671.6833333,94103,MEDIC
1017.216667,94103,ENGINE
1217.716667,94103,MEDIC
859.8166667,94103,MEDIC
1404.85,94103,ENGINE
67.71666667,94103,ENGINE
597.3166667,94103,ENGINE
608.9666667,94103,TRUCK
456.75,94103,PRIVATE
1148.266667,94103,PRIVATE
975.7333333,94103,MEDIC
608.9666667,94103,ENGINE
497.9333333,94103,MEDIC
969.15,94103,ENGINE
497.9333333,94103,ENGINE
975.7333333,94103,RESCUE CAPTAIN
1320.083333,94103,MEDIC
1374.75,94103,TRUCK
1357.983333,94103,MEDIC
841.25,94103,ENGINE
771.25,94103,MEDIC
1365.483333,94103,ENGINE
1404.85,94103,MEDIC
975.7333333,94103,RESCUE SQUAD
597.3166667,94103,PRIVATE
1098.916667,94103,ENGINE
65.05,94103,CHIEF
1374.75,94103,PRIVATE
931.5,94103,MEDIC
1017.216667,94103,MEDIC
1004.85,94103,ENGINE
1182.733333,94103,ENGINE
65.05,94103,ENGINE
26.28333333,94103,ENGINE
1098.916667,94103,MEDIC
671.6833333,94103,RESCUE SQUAD
554.2833333,94103,TRUCK
1167.266667,94103,CHIEF
1098.916667,94103,MEDIC
1029.1,94103,ENGINE
65.05,94103,TRUCK
67.71666667,94103,MEDIC
859.8166667,94103,ENGINE
1029.1,94103,PRIVATE
65.05,94103,MEDIC
1251.4,94103,MEDIC
841.2333333,94103,MEDIC
608.9666667,94103,CHIEF
65.05,94103,TRUCK
973.1666667,94103,RESCUE SQUAD
1149.25,94103,ENGINE
973.1666667,94103,ENGINE
1140.316667,94103,PRIVATE
1149.25,94103,MEDIC
1182.733333,94103,CHIEF
944.5833333,94103,MEDIC
93.95,94103,ENGINE
253.3166667,94103,MEDIC
1365.483333,94103,PRIVATE
5.783333333,94103,CHIEF
1167.266667,94103,ENGINE
5.783333333,94103,ENGINE
65.05,94103,ENGINE
724.2333333,94103,ENGINE
771.25,94103,ENGINE
1050.833333,94103,MEDIC
554.2833333,94103,CHIEF
883.0666667,94103,MEDIC
65.05,94103,ENGINE
1157.966667,94103,ENGINE
1117.083333,94103,MEDIC
975.7333333,94103,ENGINE
1078.666667,94103,TRUCK
724.2333333,94103,TRUCK
841.25,94103,MEDIC
162.5833333,94103,ENGINE
1339.866667,94103,MEDIC
1167.266667,94103,TRUCK
774.5166667,94103,ENGINE
1243.316667,94103,PRIVATE
554.2833333,94103,ENGINE
1157.966667,94103,TRUCK
627.7833333,94103,MEDIC
1217.716667,94103,ENGINE
93.95,94103,MEDIC
973.1666667,94103,PRIVATE
26.28333333,94103,TRUCK
973.1666667,94103,MEDIC
326.3666667,94103,PRIVATE
1078.5,94103,ENGINE
1148.266667,94103,MEDIC
1078.883333,94103,RESCUE SQUAD
65.05,94103,CHIEF
65.05,94103,RESCUE SQUAD
975.7333333,94103,MEDIC
1374.75,94103,RESCUE SQUAD
1078.5,94103,MEDIC
975.7333333,94103,PRIVATE
1004.85,94103,MEDIC
724.2333333,94103,TRUCK
1339.866667,94103,ENGINE
975.7333333,94103,MEDIC
975.7333333,94103,TRUCK
1028.816667,94103,ENGINE
969.15,94103,MEDIC
65.05,94103,CHIEF
671.6833333,94103,ENGINE
1078.883333,94103,MEDIC
541.7166667,94103,ENGINE
365.75,94103,MEDIC
391.3666667,94103,ENGINE
822.35,94103,MEDIC
1029.583333,94103,ENGINE
763.05,94103,ENGINE
160.6333333,94103,MEDIC
1252.283333,94103,ENGINE
735.5333333,94103,PRIVATE
1020.733333,94103,MEDIC
1338.666667,94103,MEDIC
391.3666667,94103,ENGINE
1434.8,94103,ENGINE
1343.5,94103,ENGINE
391.3666667,94103,TRUCK
541.7166667,94103,CHIEF
763.05,94103,ENGINE
1206.516667,94103,RESCUE SQUAD
1252.283333,94103,TRUCK
1167.683333,94103,ENGINE
1167.683333,94103,MEDIC
1160.15,94103,MEDIC
924.0833333,94103,MEDIC
391.3666667,94103,CHIEF
43.9,94103,MEDIC
878.8666667,94103,MEDIC
763.05,94103,CHIEF
1038.683333,94103,ENGINE
940.1333333,94103,ENGINE
1121.033333,94103,MEDIC
878.8666667,94103,PRIVATE
573.1333333,94103,MEDIC
1362.8,94103,MEDIC
1160.15,94103,ENGINE
863.85,94103,CHIEF
201.5333333,94103,MEDIC
523.2166667,94103,ENGINE
863.85,94103,MEDIC
500.9333333,94103,MEDIC
466.8,94103,ENGINE
763.05,94103,TRUCK
500.9333333,94103,ENGINE
878.8666667,94103,ENGINE
573.1333333,94103,ENGINE
513.6,94103,MEDIC
523.2166667,94103,MEDIC
391.3666667,94103,TRUCK
940.1333333,94103,MEDIC
1371.65,94103,ENGINE
1343.5,94103,RESCUE SQUAD
1065.5,94103,MEDIC
763.05,94103,CHIEF
1038.683333,94103,PRIVATE
763.05,94103,RESCUE SQUAD
391.3666667,94103,CHIEF
466.8,94103,MEDIC
1434.8,94103,MEDIC
134.1,94103,PRIVATE
763.05,94103,INVESTIGATION
763.05,94103,MEDIC
1206.516667,94103,ENGINE
500.9333333,94103,MEDIC
365.75,94103,ENGINE
1029.583333,94103,MEDIC
160.6333333,94103,ENGINE
1343.5,94103,MEDIC
1371.65,94103,MEDIC
1362.8,94103,ENGINE
763.05,94103,ENGINE
763.05,94103,CHIEF
427.55,94103,TRUCK
66.53333333,94103,MEDIC
1121.033333,94103,ENGINE
427.55,94103,ENGINE
1038.683333,94103,ENGINE
462.8833333,94103,MEDIC
1338.666667,94103,ENGINE
763.05,94103,TRUCK
1343.5,94103,ENGINE
1206.516667,94103,MEDIC
541.7166667,94103,TRUCK
1020.733333,94103,ENGINE
427.55,94103,CHIEF
1169.916667,94103,MEDIC
822.35,94103,ENGINE
100.7166667,94103,MEDIC
758.9666667,94103,MEDIC
793.5166667,94103,MEDIC
672.75,94103,PRIVATE
1192.216667,94103,PRIVATE
439.0833333,94103,MEDIC
168.6666667,94103,PRIVATE
1432.916667,94103,MEDIC
559,94103,CHIEF
584.4666667,94103,TRUCK
1396.9,94103,MEDIC
254.3166667,94103,ENGINE
616.05,94103,PRIVATE
631.3833333,94103,MEDIC
1342.566667,94103,MEDIC
264.7,94103,TRUCK
493.0333333,94103,PRIVATE
168.6666667,94103,RESCUE SQUAD
154.05,94103,MEDIC
1339.133333,94103,MEDIC
559,94103,TRUCK
1171.15,94103,RESCUE CAPTAIN
793.5166667,94103,TRUCK
1024.066667,94103,ENGINE
349.9,94103,PRIVATE
1024.066667,94103,MEDIC
1423.666667,94103,MEDIC
1188.233333,94103,ENGINE
121.5666667,94103,MEDIC
869.9833333,94103,MEDIC
869.9833333,94103,ENGINE
660.6333333,94103,PRIVATE
811.6166667,94103,ENGINE
264.7,94103,ENGINE
758.9666667,94103,ENGINE
1292.433333,94103,ENGINE
672.75,94103,ENGINE
1171.15,94103,MEDIC
460.15,94103,MEDIC
790.0833333,94103,PRIVATE
1294.083333,94103,MEDIC
758.9666667,94103,MEDIC
755.9,94103,ENGINE
517.8833333,94103,MEDIC
1149.666667,94103,MEDIC
539.85,94103,PRIVATE
1171.15,94103,CHIEF
464.6666667,94103,MEDIC
697.9833333,94103,MEDIC
621.6166667,94103,PRIVATE
154.05,94103,ENGINE
467.45,94103,ENGINE
831.3666667,94103,PRIVATE
1171.15,94103,TRUCK
755.9,94103,RESCUE CAPTAIN
1215.55,94103,ENGINE
559,94103,ENGINE
349.9,94103,ENGINE
758.9666667,94103,ENGINE
631.3833333,94103,MEDIC
1103.566667,94103,PRIVATE
1103.566667,94103,ENGINE
793.5166667,94103,RESCUE SQUAD
1292.433333,94103,MEDIC
564.7833333,94103,MEDIC
994.1833333,94103,TRUCK
2.916666667,94103,MEDIC
615.3166667,94103,ENGINE
584.4666667,94103,ENGINE
631.3833333,94103,ENGINE
168.6666667,94103,ENGINE
439.0833333,94103,ENGINE
599.7666667,94103,MEDIC
922.65,94103,MEDIC
1171.15,94103,ENGINE
1215.55,94103,MEDIC
264.7,94103,CHIEF
1188.233333,94103,MEDIC
108.9833333,94103,MEDIC
467.45,94103,MEDIC
1342.566667,94103,RESCUE SQUAD
1292.433333,94103,PRIVATE
1396.9,94103,ENGINE
948.65,94103,MEDIC
522.0833333,94103,MEDIC
254.3166667,94103,MEDIC
615.3166667,94103,MEDIC
1339.133333,94103,ENGINE
599.7666667,94103,ENGINE
539.85,94103,ENGINE
755.9,94103,PRIVATE
121.5666667,94103,ENGINE
669.7333333,94103,ENGINE
196.25,94103,ENGINE
639.9166667,94103,MEDIC
917.25,94103,MEDIC
419.0333333,94103,ENGINE
872.8666667,94103,MEDIC
1378.2,94103,PRIVATE
935.45,94103,PRIVATE
236.1833333,94103,TRUCK
626.95,94103,TRUCK
381.7833333,94103,PRIVATE
926.75,94103,MEDIC
376.7833333,94103,MEDIC
917.25,94103,MEDIC
1415.1,94103,MEDIC
843.2166667,94103,MEDIC
225.75,94103,TRUCK
1398.383333,94103,PRIVATE
856.2166667,94103,RESCUE CAPTAIN
1374.716667,94103,TRUCK
565.6166667,94103,MEDIC
626.95,94103,CHIEF
1268.666667,94103,MEDIC
1158.816667,94103,MEDIC
933.2,94103,MEDIC
856.2166667,94103,ENGINE
33.6,94103,MEDIC
236.1833333,94103,PRIVATE
565.6166667,94103,ENGINE
935.45,94103,PRIVATE
1409.616667,94103,ENGINE
1268.666667,94103,ENGINE
225.75,94103,ENGINE
1374.716667,94103,INVESTIGATION
196.25,94103,MEDIC
1391.816667,94103,ENGINE
1012.783333,94103,ENGINE
236.1833333,94103,ENGINE
1264.866667,94103,MEDIC
1149.666667,94103,MEDIC
904.9333333,94103,PRIVATE
990.35,94103,MEDIC
904.9333333,94103,MEDIC
1012.783333,94103,MEDIC
419.0333333,94103,MEDIC
389.3166667,94103,MEDIC
776.0333333,94103,ENGINE
669.7333333,94103,MEDIC
843.2166667,94103,ENGINE
1409.616667,94103,TRUCK
66.88333333,94103,ENGINE
697.85,94103,PRIVATE
1237.5,94103,ENGINE
823.9166667,94103,PRIVATE
856.2166667,94103,PRIVATE
58.46666667,94103,PRIVATE
1092.466667,94103,ENGINE
872.8666667,94103,ENGINE
595.45,94103,PRIVATE
602.7333333,94103,MEDIC
726.6,94103,MEDIC
900.05,94103,PRIVATE
398.85,94103,MEDIC
626.95,94103,ENGINE
1374.716667,94103,ENGINE
900.05,94103,ENGINE
926.75,94103,TRUCK
990.35,94103,ENGINE
309.3166667,94103,MEDIC
1237.5,94103,TRUCK
839.8666667,94103,MEDIC
835.4666667,94103,MEDIC
835.4666667,94103,ENGINE
935.45,94103,MEDIC
839.8666667,94103,ENGINE
835.4666667,94103,ENGINE
776.0333333,94103,MEDIC
1264.866667,94103,ENGINE
1392.216667,94103,MEDIC
823.9166667,94103,ENGINE
1391.816667,94103,MEDIC
917.25,94103,PRIVATE
926.75,94103,MEDIC
1378.2,94103,ENGINE
917.25,94103,ENGINE
21.05,94103,MEDIC
355.3333333,94103,MEDIC
904.9333333,94103,ENGINE
595.45,94103,RESCUE SQUAD
935.45,94103,MEDIC
1092.466667,94103,MEDIC
397.0666667,94103,MEDIC
751.9833333,94103,MEDIC
935.45,94103,RESCUE SQUAD
1151.3,94103,MEDIC
955.7666667,94103,MEDIC
773.3833333,94103,MEDIC
969.0333333,94103,MEDIC
1218.35,94103,MEDIC
670.9833333,94103,ENGINE
665.4333333,94103,RESCUE SQUAD
901.85,94103,MEDIC
397.4166667,94103,PRIVATE
1084.633333,94103,ENGINE
869.3,94103,ENGINE
1061.916667,94103,CHIEF
428.0666667,94103,PRIVATE
665.4333333,94103,PRIVATE
1399.233333,94103,ENGINE
156.3833333,94103,MEDIC
869.3,94103,PRIVATE
156.3833333,94103,MEDIC
962.8666667,94103,PRIVATE
733.6,94103,PRIVATE
850.2166667,94103,ENGINE
1223.333333,94103,PRIVATE
23.85,94103,PRIVATE
1061.916667,94103,MEDIC
876.5833333,94103,CHIEF
1208.866667,94103,MEDIC
850.2166667,94103,CHIEF
1061.916667,94103,RESCUE CAPTAIN
1061.916667,94103,ENGINE
808.4333333,94103,ENGINE
1251.666667,94103,ENGINE
1061.916667,94103,TRUCK
435.2833333,94103,MEDIC
1251.666667,94103,MEDIC
